ds,qty_mail,y,state
2/27/2018,0,1338,GA
2/28/2018,0,1039,GA
3/1/2018,0,967,GA
3/2/2018,0,664,GA
3/3/2018,0,359,GA
3/4/2018,0,263,GA
3/5/2018,0,511,GA
3/6/2018,0,566,GA
3/7/2018,0,725,GA
3/8/2018,0,691,GA
3/9/2018,0,649,GA
3/10/2018,0,331,GA
3/11/2018,0,277,GA
3/12/2018,0,531,GA
3/13/2018,0,501,GA
3/14/2018,0,683,GA
3/15/2018,0,649,GA
3/16/2018,0,543,GA
3/17/2018,0,338,GA
3/18/2018,0,226,GA
3/19/2018,0,539,GA
3/20/2018,0,457,GA
3/21/2018,0,523,GA
3/22/2018,0,536,GA
3/23/2018,0,491,GA
3/24/2018,0,251,GA
3/25/2018,0,248,GA
3/26/2018,0,469,GA
3/27/2018,0,552,GA
3/28/2018,0,503,GA
3/29/2018,0,432,GA
3/30/2018,0,553,GA
3/31/2018,0,309,GA
4/1/2018,0,161,GA
4/2/2018,0,521,GA
4/3/2018,0,551,GA
4/4/2018,0,513,GA
4/5/2018,0,459,GA
4/6/2018,0,385,GA
4/7/2018,0,252,GA
4/8/2018,0,210,GA
4/9/2018,0,458,GA
4/10/2018,0,427,GA
4/11/2018,0,407,GA
4/12/2018,0,458,GA
4/13/2018,0,474,GA
4/14/2018,0,232,GA
4/15/2018,0,182,GA
4/16/2018,462465,396,GA
4/17/2018,0,414,GA
4/18/2018,0,435,GA
4/19/2018,0,469,GA
4/20/2018,0,506,GA
4/21/2018,0,349,GA
4/22/2018,0,281,GA
4/23/2018,0,541,GA
4/24/2018,0,533,GA
4/25/2018,0,616,GA
4/26/2018,0,636,GA
4/27/2018,0,622,GA
4/28/2018,0,371,GA
4/29/2018,0,216,GA
4/30/2018,0,949,GA
5/1/2018,0,630,GA
5/2/2018,0,731,GA
5/3/2018,0,577,GA
5/4/2018,0,690,GA
5/5/2018,0,259,GA
5/6/2018,0,252,GA
5/7/2018,0,562,GA
5/8/2018,0,622,GA
5/9/2018,0,777,GA
5/10/2018,0,474,GA
5/11/2018,0,500,GA
5/12/2018,0,292,GA
5/13/2018,0,136,GA
5/14/2018,0,600,GA
5/15/2018,0,552,GA
5/16/2018,0,490,GA
5/17/2018,0,453,GA
5/18/2018,0,461,GA
5/19/2018,0,286,GA
5/20/2018,0,279,GA
5/21/2018,0,572,GA
5/22/2018,0,479,GA
5/23/2018,0,459,GA
5/24/2018,0,421,GA
5/25/2018,0,491,GA
5/26/2018,0,231,GA
5/27/2018,0,133,GA
5/28/2018,0,211,GA
5/29/2018,0,538,GA
5/30/2018,0,512,GA
5/31/2018,0,669,GA
6/1/2018,0,566,GA
6/2/2018,0,347,GA
6/3/2018,0,235,GA
6/4/2018,49016,504,GA
6/5/2018,0,516,GA
6/6/2018,0,434,GA
6/7/2018,0,469,GA
6/8/2018,0,406,GA
6/9/2018,0,274,GA
6/10/2018,0,233,GA
6/11/2018,0,538,GA
6/12/2018,0,450,GA
6/13/2018,0,450,GA
6/14/2018,0,441,GA
6/15/2018,0,566,GA
6/16/2018,0,321,GA
6/17/2018,0,196,GA
6/18/2018,0,529,GA
6/19/2018,0,503,GA
6/20/2018,0,522,GA
6/21/2018,0,572,GA
6/22/2018,0,528,GA
6/23/2018,0,264,GA
6/24/2018,0,191,GA
6/25/2018,0,517,GA
6/26/2018,0,532,GA
6/27/2018,0,485,GA
6/28/2018,0,539,GA
6/29/2018,0,597,GA
6/30/2018,0,310,GA
7/1/2018,0,190,GA
7/2/2018,0,541,GA
7/3/2018,0,451,GA
7/4/2018,0,151,GA
7/5/2018,0,493,GA
7/6/2018,0,508,GA
7/7/2018,0,275,GA
7/8/2018,0,216,GA
7/9/2018,433333,476,GA
7/10/2018,0,413,GA
7/11/2018,0,454,GA
7/12/2018,0,474,GA
7/13/2018,0,562,GA
7/14/2018,0,317,GA
7/15/2018,0,220,GA
7/16/2018,0,505,GA
7/17/2018,0,652,GA
7/18/2018,0,739,GA
7/19/2018,0,647,GA
7/20/2018,0,735,GA
7/21/2018,0,398,GA
7/22/2018,0,297,GA
7/23/2018,0,582,GA
7/24/2018,0,739,GA
7/25/2018,0,722,GA
7/26/2018,0,812,GA
7/27/2018,0,732,GA
7/28/2018,0,344,GA
7/29/2018,0,213,GA
7/30/2018,0,714,GA
7/31/2018,0,873,GA
8/1/2018,0,690,GA
8/2/2018,0,586,GA
8/3/2018,0,667,GA
8/4/2018,0,325,GA
8/5/2018,0,257,GA
8/6/2018,0,627,GA
8/7/2018,0,516,GA
8/8/2018,0,598,GA
8/9/2018,0,610,GA
8/10/2018,0,539,GA
8/11/2018,0,321,GA
8/12/2018,0,250,GA
8/13/2018,0,584,GA
8/14/2018,0,525,GA
8/15/2018,0,534,GA
8/16/2018,0,539,GA
8/17/2018,0,567,GA
8/18/2018,0,322,GA
8/19/2018,0,243,GA
8/20/2018,0,562,GA
8/21/2018,0,477,GA
8/22/2018,0,549,GA
8/23/2018,0,463,GA
8/24/2018,0,528,GA
8/25/2018,0,243,GA
8/26/2018,0,179,GA
8/27/2018,0,484,GA
8/28/2018,0,463,GA
8/29/2018,0,439,GA
8/30/2018,0,447,GA
8/31/2018,0,629,GA
9/1/2018,0,271,GA
9/2/2018,0,208,GA
9/3/2018,0,265,GA
9/4/2018,0,540,GA
9/5/2018,0,440,GA
9/6/2018,0,458,GA
9/7/2018,0,473,GA
9/8/2018,0,309,GA
9/9/2018,0,205,GA
9/10/2018,0,,GA
9/11/2018,0,,GA
9/12/2018,0,,GA
9/13/2018,0,,GA
9/14/2018,0,,GA
9/15/2018,0,,GA
9/16/2018,0,,GA
9/17/2018,0,,GA
9/18/2018,0,,GA
9/19/2018,0,,GA
9/20/2018,0,,GA
9/21/2018,0,,GA
9/22/2018,0,,GA
9/23/2018,0,,GA
9/24/2018,801550,,GA
9/25/2018,0,,GA
9/26/2018,0,,GA
9/27/2018,0,,GA
9/28/2018,0,,GA
9/29/2018,0,,GA
9/30/2018,0,,GA
10/1/2018,0,,GA
10/2/2018,0,,GA
10/3/2018,0,,GA
10/4/2018,0,,GA
10/5/2018,0,,GA
10/6/2018,0,,GA
10/7/2018,0,,GA
10/8/2018,0,,GA
10/9/2018,0,,GA
10/10/2018,0,,GA
10/11/2018,0,,GA
10/12/2018,0,,GA
10/13/2018,0,,GA
10/14/2018,0,,GA
10/15/2018,0,,GA
10/16/2018,0,,GA
10/17/2018,0,,GA
10/18/2018,0,,GA
10/19/2018,0,,GA
10/20/2018,0,,GA
10/21/2018,0,,GA
10/22/2018,0,,GA
10/23/2018,0,,GA
10/24/2018,0,,GA
10/25/2018,0,,GA
10/26/2018,0,,GA
10/27/2018,0,,GA
10/28/2018,0,,GA
10/29/2018,0,,GA
10/30/2018,0,,GA
10/31/2018,0,,GA
11/1/2018,0,,GA
11/2/2018,0,,GA
11/3/2018,0,,GA
11/4/2018,0,,GA
11/5/2018,0,,GA
11/6/2018,0,,GA
11/7/2018,0,,GA
11/8/2018,0,,GA
11/9/2018,0,,GA
11/10/2018,0,,GA
11/11/2018,0,,GA
11/12/2018,0,,GA
11/13/2018,0,,GA
11/14/2018,0,,GA
11/15/2018,0,,GA
11/16/2018,0,,GA
11/17/2018,0,,GA
11/18/2018,0,,GA
11/19/2018,0,,GA
11/20/2018,0,,GA
11/21/2018,0,,GA
11/22/2018,0,,GA
11/23/2018,0,,GA
11/24/2018,0,,GA
11/25/2018,0,,GA
11/26/2018,0,,GA
11/27/2018,0,,GA
11/28/2018,0,,GA
11/29/2018,0,,GA
11/30/2018,0,,GA
12/1/2018,0,,GA
12/2/2018,0,,GA
12/3/2018,0,,GA
12/4/2018,0,,GA
12/5/2018,0,,GA
12/6/2018,0,,GA
12/7/2018,0,,GA
12/8/2018,0,,GA
12/9/2018,0,,GA
12/10/2018,0,,GA
12/11/2018,0,,GA
12/12/2018,0,,GA
12/13/2018,0,,GA
12/14/2018,0,,GA
12/15/2018,0,,GA
12/16/2018,0,,GA
12/17/2018,0,,GA
12/18/2018,0,,GA
12/19/2018,0,,GA
12/20/2018,0,,GA
12/21/2018,0,,GA
12/22/2018,0,,GA
12/23/2018,0,,GA
12/24/2018,0,,GA
12/25/2018,0,,GA
12/26/2018,0,,GA
12/27/2018,0,,GA
12/28/2018,0,,GA
12/29/2018,0,,GA
1/1/2015,0,25,IA
1/2/2015,0,65,IA
1/3/2015,0,49,IA
1/4/2015,0,48,IA
1/5/2015,0,107,IA
1/6/2015,0,130,IA
1/7/2015,0,134,IA
1/8/2015,0,102,IA
1/9/2015,0,81,IA
1/10/2015,0,39,IA
1/11/2015,0,32,IA
1/12/2015,0,91,IA
1/13/2015,0,99,IA
1/14/2015,0,85,IA
1/15/2015,0,63,IA
1/16/2015,0,57,IA
1/17/2015,0,26,IA
1/18/2015,0,25,IA
1/19/2015,0,30,IA
1/20/2015,0,54,IA
1/21/2015,0,64,IA
1/22/2015,0,54,IA
1/23/2015,0,52,IA
1/24/2015,0,35,IA
1/25/2015,0,21,IA
1/26/2015,0,69,IA
1/27/2015,0,64,IA
1/28/2015,0,50,IA
1/29/2015,0,53,IA
1/30/2015,0,58,IA
1/31/2015,0,22,IA
2/1/2015,0,28,IA
2/2/2015,0,106,IA
2/3/2015,0,68,IA
2/4/2015,0,66,IA
2/5/2015,0,68,IA
2/6/2015,0,77,IA
2/7/2015,0,27,IA
2/8/2015,0,32,IA
2/9/2015,0,59,IA
2/10/2015,0,46,IA
2/11/2015,0,55,IA
2/12/2015,0,49,IA
2/13/2015,0,72,IA
2/14/2015,0,35,IA
2/15/2015,0,26,IA
2/16/2015,0,80,IA
2/17/2015,0,56,IA
2/18/2015,0,116,IA
2/19/2015,0,328,IA
2/20/2015,0,368,IA
2/21/2015,0,214,IA
2/22/2015,0,159,IA
2/23/2015,0,308,IA
2/24/2015,0,232,IA
2/25/2015,0,240,IA
2/26/2015,0,363,IA
2/27/2015,0,286,IA
2/28/2015,0,142,IA
3/1/2015,0,100,IA
3/2/2015,0,449,IA
3/3/2015,0,277,IA
3/4/2015,0,383,IA
3/5/2015,0,211,IA
3/6/2015,0,338,IA
3/7/2015,0,85,IA
3/8/2015,0,62,IA
3/9/2015,0,403,IA
3/10/2015,0,256,IA
3/11/2015,0,459,IA
3/12/2015,0,266,IA
3/13/2015,0,268,IA
3/14/2015,0,66,IA
3/15/2015,0,35,IA
3/16/2015,0,294,IA
3/17/2015,0,241,IA
3/18/2015,0,331,IA
3/19/2015,0,397,IA
3/20/2015,0,376,IA
3/21/2015,0,42,IA
3/22/2015,0,33,IA
3/23/2015,0,99,IA
3/24/2015,0,192,IA
3/25/2015,0,139,IA
3/26/2015,0,185,IA
3/27/2015,0,125,IA
3/28/2015,0,39,IA
3/29/2015,0,25,IA
3/30/2015,0,153,IA
3/31/2015,0,127,IA
4/1/2015,0,67,IA
4/2/2015,0,63,IA
4/3/2015,0,56,IA
4/4/2015,0,31,IA
4/5/2015,0,28,IA
4/6/2015,0,118,IA
4/7/2015,0,103,IA
4/8/2015,0,101,IA
4/9/2015,0,50,IA
4/10/2015,0,97,IA
4/11/2015,0,18,IA
4/12/2015,0,31,IA
4/13/2015,0,104,IA
4/14/2015,0,100,IA
4/15/2015,0,63,IA
4/16/2015,0,55,IA
4/17/2015,0,71,IA
4/18/2015,0,38,IA
4/19/2015,0,29,IA
4/20/2015,0,93,IA
4/21/2015,0,79,IA
4/22/2015,0,50,IA
4/23/2015,0,34,IA
4/24/2015,0,51,IA
4/25/2015,0,28,IA
4/26/2015,0,21,IA
4/27/2015,0,102,IA
4/28/2015,0,68,IA
4/29/2015,0,63,IA
4/30/2015,0,53,IA
5/1/2015,0,57,IA
5/2/2015,0,19,IA
5/3/2015,0,37,IA
5/4/2015,0,66,IA
5/5/2015,0,79,IA
5/6/2015,0,60,IA
5/7/2015,0,53,IA
5/8/2015,0,62,IA
5/9/2015,0,33,IA
5/10/2015,0,37,IA
5/11/2015,0,78,IA
5/12/2015,0,64,IA
5/13/2015,0,70,IA
5/14/2015,0,88,IA
5/15/2015,0,65,IA
5/16/2015,0,43,IA
5/17/2015,0,44,IA
5/18/2015,0,77,IA
5/19/2015,0,100,IA
5/20/2015,0,68,IA
5/21/2015,0,69,IA
5/22/2015,0,127,IA
5/23/2015,0,94,IA
5/24/2015,0,59,IA
5/25/2015,0,59,IA
5/26/2015,0,186,IA
5/27/2015,0,130,IA
5/28/2015,0,184,IA
5/29/2015,0,275,IA
5/30/2015,0,87,IA
5/31/2015,0,57,IA
6/1/2015,0,319,IA
6/2/2015,0,207,IA
6/3/2015,0,209,IA
6/4/2015,0,153,IA
6/5/2015,0,226,IA
6/6/2015,0,50,IA
6/7/2015,0,48,IA
6/8/2015,0,247,IA
6/9/2015,0,133,IA
6/10/2015,0,136,IA
6/11/2015,0,122,IA
6/12/2015,0,196,IA
6/13/2015,0,26,IA
6/14/2015,0,37,IA
6/15/2015,0,257,IA
6/16/2015,0,151,IA
6/17/2015,0,127,IA
6/18/2015,0,131,IA
6/19/2015,0,139,IA
6/20/2015,0,33,IA
6/21/2015,0,28,IA
6/22/2015,0,108,IA
6/23/2015,0,133,IA
6/24/2015,0,85,IA
6/25/2015,0,120,IA
6/26/2015,0,132,IA
6/27/2015,0,28,IA
6/28/2015,0,45,IA
6/29/2015,0,117,IA
6/30/2015,0,131,IA
7/1/2015,0,113,IA
7/2/2015,0,90,IA
7/3/2015,0,34,IA
7/4/2015,0,13,IA
7/5/2015,0,23,IA
7/6/2015,0,115,IA
7/7/2015,0,96,IA
7/8/2015,0,97,IA
7/9/2015,0,77,IA
7/10/2015,0,81,IA
7/11/2015,0,39,IA
7/12/2015,0,21,IA
7/13/2015,0,100,IA
7/14/2015,0,95,IA
7/15/2015,0,98,IA
7/16/2015,0,105,IA
7/17/2015,0,91,IA
7/18/2015,0,32,IA
7/19/2015,0,16,IA
7/20/2015,0,103,IA
7/21/2015,0,79,IA
7/22/2015,0,93,IA
7/23/2015,0,48,IA
7/24/2015,0,82,IA
7/25/2015,0,35,IA
7/26/2015,0,30,IA
7/27/2015,0,93,IA
7/28/2015,0,73,IA
7/29/2015,0,61,IA
7/30/2015,0,75,IA
7/31/2015,0,85,IA
8/1/2015,0,33,IA
8/2/2015,0,26,IA
8/3/2015,0,84,IA
8/4/2015,0,78,IA
8/5/2015,0,86,IA
8/6/2015,0,56,IA
8/7/2015,0,72,IA
8/8/2015,0,28,IA
8/9/2015,0,19,IA
8/10/2015,0,93,IA
8/11/2015,0,80,IA
8/12/2015,0,71,IA
8/13/2015,0,73,IA
8/14/2015,0,80,IA
8/15/2015,0,31,IA
8/16/2015,0,38,IA
8/17/2015,0,66,IA
8/18/2015,0,76,IA
8/19/2015,0,79,IA
8/20/2015,0,59,IA
8/21/2015,0,68,IA
8/22/2015,0,29,IA
8/23/2015,0,26,IA
8/24/2015,0,68,IA
8/25/2015,0,85,IA
8/26/2015,0,69,IA
8/27/2015,0,59,IA
8/28/2015,0,67,IA
8/29/2015,0,27,IA
8/30/2015,0,16,IA
8/31/2015,0,85,IA
9/1/2015,0,79,IA
9/2/2015,0,59,IA
9/3/2015,0,58,IA
9/4/2015,0,63,IA
9/5/2015,0,30,IA
9/6/2015,0,8,IA
9/7/2015,0,32,IA
9/8/2015,0,90,IA
9/9/2015,0,66,IA
9/10/2015,0,68,IA
9/11/2015,0,57,IA
9/12/2015,0,25,IA
9/13/2015,0,31,IA
9/14/2015,0,43,IA
9/15/2015,0,55,IA
9/16/2015,0,57,IA
9/17/2015,0,37,IA
9/18/2015,0,40,IA
9/19/2015,0,10,IA
9/20/2015,0,17,IA
9/21/2015,0,67,IA
9/22/2015,0,48,IA
9/23/2015,0,56,IA
9/24/2015,0,41,IA
9/25/2015,0,44,IA
9/26/2015,0,23,IA
9/27/2015,0,7,IA
9/28/2015,0,57,IA
9/29/2015,0,60,IA
9/30/2015,0,49,IA
10/1/2015,0,46,IA
10/2/2015,0,61,IA
10/3/2015,0,26,IA
10/4/2015,0,11,IA
10/5/2015,0,55,IA
10/6/2015,0,56,IA
10/7/2015,0,60,IA
10/8/2015,0,45,IA
10/9/2015,0,40,IA
10/10/2015,0,25,IA
10/11/2015,0,12,IA
10/12/2015,0,41,IA
10/13/2015,0,56,IA
10/14/2015,0,66,IA
10/15/2015,0,49,IA
10/16/2015,0,52,IA
10/17/2015,0,13,IA
10/18/2015,0,20,IA
10/19/2015,0,61,IA
10/20/2015,0,64,IA
10/21/2015,0,42,IA
10/22/2015,0,51,IA
10/23/2015,0,40,IA
10/24/2015,0,12,IA
10/25/2015,0,13,IA
10/26/2015,0,46,IA
10/27/2015,0,62,IA
10/28/2015,0,32,IA
10/29/2015,0,65,IA
10/30/2015,0,58,IA
10/31/2015,0,41,IA
11/1/2015,0,21,IA
11/2/2015,0,52,IA
11/3/2015,0,58,IA
11/4/2015,0,59,IA
11/5/2015,0,55,IA
11/6/2015,0,51,IA
11/7/2015,0,23,IA
11/8/2015,0,34,IA
11/9/2015,0,61,IA
11/10/2015,0,40,IA
11/11/2015,0,49,IA
11/12/2015,0,64,IA
11/13/2015,0,38,IA
11/14/2015,0,15,IA
11/15/2015,0,18,IA
11/16/2015,0,63,IA
11/17/2015,0,46,IA
11/18/2015,0,57,IA
11/19/2015,0,53,IA
11/20/2015,0,97,IA
11/21/2015,0,46,IA
11/22/2015,0,34,IA
11/23/2015,0,89,IA
11/24/2015,0,52,IA
11/25/2015,0,59,IA
11/26/2015,0,6,IA
11/27/2015,0,36,IA
11/28/2015,0,31,IA
11/29/2015,0,35,IA
11/30/2015,0,109,IA
12/1/2015,0,64,IA
12/2/2015,0,78,IA
12/3/2015,0,66,IA
12/4/2015,0,80,IA
12/5/2015,0,31,IA
12/6/2015,0,14,IA
12/7/2015,0,84,IA
12/8/2015,0,93,IA
12/9/2015,0,72,IA
12/10/2015,0,51,IA
12/11/2015,0,91,IA
12/12/2015,0,16,IA
12/13/2015,0,17,IA
12/14/2015,0,85,IA
12/15/2015,0,98,IA
12/16/2015,0,87,IA
12/17/2015,0,83,IA
12/18/2015,0,99,IA
12/19/2015,0,33,IA
12/20/2015,0,33,IA
12/21/2015,0,100,IA
12/22/2015,0,80,IA
12/23/2015,0,62,IA
12/24/2015,0,35,IA
12/25/2015,0,25,IA
12/26/2015,0,22,IA
12/27/2015,0,30,IA
12/28/2015,0,90,IA
12/29/2015,0,96,IA
12/30/2015,0,67,IA
12/31/2015,0,42,IA
1/1/2016,0,22,IA
1/2/2016,0,34,IA
1/3/2016,0,29,IA
1/4/2016,0,60,IA
1/5/2016,0,102,IA
1/6/2016,0,97,IA
1/7/2016,0,52,IA
1/8/2016,0,82,IA
1/9/2016,0,53,IA
1/10/2016,0,47,IA
1/11/2016,0,78,IA
1/12/2016,0,85,IA
1/13/2016,0,79,IA
1/14/2016,0,70,IA
1/15/2016,0,60,IA
1/16/2016,0,45,IA
1/17/2016,0,44,IA
1/18/2016,0,50,IA
1/19/2016,0,108,IA
1/20/2016,0,89,IA
1/21/2016,0,73,IA
1/22/2016,0,60,IA
1/23/2016,0,38,IA
1/24/2016,0,34,IA
1/25/2016,0,102,IA
1/26/2016,0,61,IA
1/27/2016,0,54,IA
1/28/2016,0,82,IA
1/29/2016,0,45,IA
1/30/2016,0,34,IA
1/31/2016,0,22,IA
2/1/2016,0,102,IA
2/2/2016,0,73,IA
2/3/2016,0,74,IA
2/4/2016,0,47,IA
2/5/2016,0,62,IA
2/6/2016,0,28,IA
2/7/2016,0,23,IA
2/8/2016,0,82,IA
2/9/2016,0,80,IA
2/10/2016,0,59,IA
2/11/2016,401287,83,IA
2/12/2016,0,82,IA
2/13/2016,0,38,IA
2/14/2016,0,39,IA
2/15/2016,0,92,IA
2/16/2016,0,62,IA
2/17/2016,0,68,IA
2/18/2016,0,60,IA
2/19/2016,0,49,IA
2/20/2016,0,66,IA
2/21/2016,0,97,IA
2/22/2016,0,269,IA
2/23/2016,0,238,IA
2/24/2016,0,214,IA
2/25/2016,0,219,IA
2/26/2016,0,177,IA
2/27/2016,0,82,IA
2/28/2016,0,73,IA
2/29/2016,0,304,IA
3/1/2016,0,287,IA
3/2/2016,0,470,IA
3/3/2016,0,359,IA
3/4/2016,0,340,IA
3/5/2016,0,104,IA
3/6/2016,0,42,IA
3/7/2016,0,288,IA
3/8/2016,0,394,IA
3/9/2016,0,250,IA
3/10/2016,0,349,IA
3/11/2016,0,195,IA
3/12/2016,0,29,IA
3/13/2016,0,61,IA
3/14/2016,0,179,IA
3/15/2016,0,173,IA
3/16/2016,0,184,IA
3/17/2016,0,60,IA
3/18/2016,0,97,IA
3/19/2016,0,37,IA
3/20/2016,0,24,IA
3/21/2016,0,138,IA
3/22/2016,0,93,IA
3/23/2016,0,64,IA
3/24/2016,0,76,IA
3/25/2016,0,48,IA
3/26/2016,0,22,IA
3/27/2016,0,22,IA
3/28/2016,0,93,IA
3/29/2016,0,74,IA
3/30/2016,0,96,IA
3/31/2016,0,49,IA
4/1/2016,0,97,IA
4/2/2016,0,17,IA
4/3/2016,0,27,IA
4/4/2016,0,63,IA
4/5/2016,0,58,IA
4/6/2016,0,73,IA
4/7/2016,0,54,IA
4/8/2016,0,62,IA
4/9/2016,0,36,IA
4/10/2016,0,28,IA
4/11/2016,0,87,IA
4/12/2016,0,79,IA
4/13/2016,0,50,IA
4/14/2016,0,37,IA
4/15/2016,0,57,IA
4/16/2016,0,17,IA
4/17/2016,0,22,IA
4/18/2016,0,64,IA
4/19/2016,0,47,IA
4/20/2016,0,57,IA
4/21/2016,0,62,IA
4/22/2016,0,46,IA
4/23/2016,0,16,IA
4/24/2016,0,13,IA
4/25/2016,0,71,IA
4/26/2016,0,58,IA
4/27/2016,0,65,IA
4/28/2016,0,49,IA
4/29/2016,0,62,IA
4/30/2016,0,30,IA
5/1/2016,0,30,IA
5/2/2016,194938,76,IA
5/3/2016,0,70,IA
5/4/2016,0,61,IA
5/5/2016,0,64,IA
5/6/2016,0,65,IA
5/7/2016,0,21,IA
5/8/2016,0,26,IA
5/9/2016,0,113,IA
5/10/2016,0,129,IA
5/11/2016,0,140,IA
5/12/2016,0,120,IA
5/13/2016,0,126,IA
5/14/2016,0,56,IA
5/15/2016,0,64,IA
5/16/2016,0,156,IA
5/17/2016,0,286,IA
5/18/2016,0,169,IA
5/19/2016,0,164,IA
5/20/2016,0,200,IA
5/21/2016,0,33,IA
5/22/2016,0,28,IA
5/23/2016,0,227,IA
5/24/2016,0,196,IA
5/25/2016,0,84,IA
5/26/2016,0,96,IA
5/27/2016,0,98,IA
5/28/2016,0,30,IA
5/29/2016,0,20,IA
5/30/2016,0,32,IA
5/31/2016,0,212,IA
6/1/2016,0,140,IA
6/2/2016,0,108,IA
6/3/2016,0,64,IA
6/4/2016,0,21,IA
6/5/2016,0,20,IA
6/6/2016,0,122,IA
6/7/2016,0,141,IA
6/8/2016,0,105,IA
6/9/2016,0,67,IA
6/10/2016,0,91,IA
6/11/2016,0,41,IA
6/12/2016,0,41,IA
6/13/2016,0,94,IA
6/14/2016,0,94,IA
6/15/2016,0,66,IA
6/16/2016,0,70,IA
6/17/2016,0,77,IA
6/18/2016,0,43,IA
6/19/2016,0,20,IA
6/20/2016,0,118,IA
6/21/2016,0,114,IA
6/22/2016,0,100,IA
6/23/2016,0,82,IA
6/24/2016,0,71,IA
6/25/2016,0,28,IA
6/26/2016,0,24,IA
6/27/2016,0,59,IA
6/28/2016,0,91,IA
6/29/2016,0,66,IA
6/30/2016,0,88,IA
7/1/2016,0,98,IA
7/2/2016,0,33,IA
7/3/2016,0,27,IA
7/4/2016,0,37,IA
7/5/2016,0,102,IA
7/6/2016,0,98,IA
7/7/2016,0,74,IA
7/8/2016,0,80,IA
7/9/2016,0,34,IA
7/10/2016,0,26,IA
7/11/2016,0,89,IA
7/12/2016,0,70,IA
7/13/2016,0,81,IA
7/14/2016,0,93,IA
7/15/2016,0,57,IA
7/16/2016,0,41,IA
7/17/2016,0,38,IA
7/18/2016,0,75,IA
7/19/2016,0,66,IA
7/20/2016,0,70,IA
7/21/2016,0,71,IA
7/22/2016,0,65,IA
7/23/2016,0,38,IA
7/24/2016,0,20,IA
7/25/2016,0,86,IA
7/26/2016,0,80,IA
7/27/2016,0,66,IA
7/28/2016,0,60,IA
7/29/2016,0,76,IA
7/30/2016,0,29,IA
7/31/2016,0,33,IA
8/1/2016,0,89,IA
8/2/2016,0,75,IA
8/3/2016,0,84,IA
8/4/2016,0,58,IA
8/5/2016,0,54,IA
8/6/2016,0,21,IA
8/7/2016,0,32,IA
8/8/2016,0,64,IA
8/9/2016,0,67,IA
8/10/2016,0,63,IA
8/11/2016,0,70,IA
8/12/2016,0,74,IA
8/13/2016,0,28,IA
8/14/2016,0,20,IA
8/15/2016,0,78,IA
8/16/2016,0,93,IA
8/17/2016,0,89,IA
8/18/2016,0,54,IA
8/19/2016,0,67,IA
8/20/2016,0,26,IA
8/21/2016,0,27,IA
8/22/2016,171970,67,IA
8/23/2016,0,53,IA
8/24/2016,0,75,IA
8/25/2016,0,54,IA
8/26/2016,0,63,IA
8/27/2016,0,26,IA
8/28/2016,0,25,IA
8/29/2016,0,82,IA
8/30/2016,0,69,IA
8/31/2016,0,59,IA
9/1/2016,0,69,IA
9/2/2016,0,80,IA
9/3/2016,0,50,IA
9/4/2016,0,28,IA
9/5/2016,0,43,IA
9/6/2016,0,170,IA
9/7/2016,0,144,IA
9/8/2016,0,156,IA
9/9/2016,0,108,IA
9/10/2016,0,48,IA
9/11/2016,0,61,IA
9/12/2016,0,158,IA
9/13/2016,0,159,IA
9/14/2016,0,116,IA
9/15/2016,0,316,IA
9/16/2016,0,210,IA
9/17/2016,0,56,IA
9/18/2016,0,24,IA
9/19/2016,0,204,IA
9/20/2016,0,173,IA
9/21/2016,0,191,IA
9/22/2016,0,72,IA
9/23/2016,0,95,IA
9/24/2016,0,29,IA
9/25/2016,0,25,IA
9/26/2016,0,105,IA
9/27/2016,0,77,IA
9/28/2016,0,72,IA
9/29/2016,0,71,IA
9/30/2016,0,88,IA
10/1/2016,0,18,IA
10/2/2016,0,30,IA
10/3/2016,0,86,IA
10/4/2016,0,88,IA
10/5/2016,0,75,IA
10/6/2016,0,69,IA
10/7/2016,0,66,IA
10/8/2016,0,14,IA
10/9/2016,0,26,IA
10/10/2016,0,64,IA
10/11/2016,0,82,IA
10/12/2016,0,85,IA
10/13/2016,0,64,IA
10/14/2016,0,63,IA
10/15/2016,0,26,IA
10/16/2016,0,5,IA
10/17/2016,0,80,IA
10/18/2016,0,57,IA
10/19/2016,0,52,IA
10/20/2016,0,87,IA
10/21/2016,0,66,IA
10/22/2016,0,18,IA
10/23/2016,0,28,IA
10/24/2016,0,75,IA
10/25/2016,0,55,IA
10/26/2016,0,59,IA
10/27/2016,0,60,IA
10/28/2016,0,77,IA
10/29/2016,0,20,IA
10/30/2016,0,26,IA
10/31/2016,0,80,IA
11/1/2016,0,61,IA
11/2/2016,0,55,IA
11/3/2016,0,32,IA
11/4/2016,0,62,IA
11/5/2016,0,23,IA
11/6/2016,0,27,IA
11/7/2016,0,73,IA
11/8/2016,0,44,IA
11/9/2016,0,41,IA
11/10/2016,0,44,IA
11/11/2016,0,52,IA
11/12/2016,0,30,IA
11/13/2016,0,21,IA
11/14/2016,0,55,IA
11/15/2016,0,56,IA
11/16/2016,0,53,IA
11/17/2016,0,40,IA
11/18/2016,0,57,IA
11/19/2016,0,32,IA
11/20/2016,0,29,IA
11/21/2016,0,79,IA
11/22/2016,0,63,IA
11/23/2016,0,40,IA
11/24/2016,0,7,IA
11/25/2016,0,27,IA
11/26/2016,0,18,IA
11/27/2016,0,43,IA
11/28/2016,0,114,IA
11/29/2016,0,54,IA
11/30/2016,0,56,IA
