ds,qty_mail,y,state
12/1/2016,0,81,IA
12/2/2016,0,103,IA
12/3/2016,0,37,IA
12/4/2016,0,31,IA
12/5/2016,0,62,IA
12/6/2016,0,88,IA
12/7/2016,0,72,IA
12/8/2016,0,75,IA
12/9/2016,0,122,IA
12/10/2016,0,61,IA
12/11/2016,0,40,IA
12/12/2016,0,106,IA
12/13/2016,0,84,IA
12/14/2016,0,136,IA
12/15/2016,0,111,IA
12/16/2016,0,114,IA
12/17/2016,0,105,IA
12/18/2016,0,64,IA
12/19/2016,0,176,IA
12/20/2016,0,121,IA
12/21/2016,0,90,IA
12/22/2016,0,76,IA
12/23/2016,0,67,IA
12/24/2016,0,26,IA
12/25/2016,0,23,IA
12/26/2016,0,31,IA
12/27/2016,0,96,IA
12/28/2016,0,91,IA
12/29/2016,0,61,IA
12/30/2016,0,52,IA
12/31/2016,0,29,IA
1/1/2017,0,20,IA
1/2/2017,0,31,IA
1/3/2017,0,105,IA
1/4/2017,0,63,IA
1/5/2017,0,112,IA
1/6/2017,0,94,IA
1/7/2017,0,47,IA
1/8/2017,0,38,IA
1/9/2017,0,74,IA
1/10/2017,0,63,IA
1/11/2017,0,99,IA
1/12/2017,0,60,IA
1/13/2017,0,78,IA
1/14/2017,0,49,IA
1/15/2017,0,28,IA
1/16/2017,0,73,IA
1/17/2017,0,85,IA
1/18/2017,0,65,IA
1/19/2017,0,91,IA
1/20/2017,0,56,IA
1/21/2017,0,15,IA
1/22/2017,0,25,IA
1/23/2017,0,67,IA
1/24/2017,0,74,IA
1/25/2017,0,88,IA
1/26/2017,0,61,IA
1/27/2017,0,71,IA
1/28/2017,0,28,IA
1/29/2017,0,35,IA
1/30/2017,0,76,IA
1/31/2017,0,73,IA
2/1/2017,0,66,IA
2/2/2017,0,55,IA
2/3/2017,0,64,IA
2/4/2017,0,26,IA
2/5/2017,0,22,IA
2/6/2017,0,74,IA
2/7/2017,0,56,IA
2/8/2017,0,69,IA
2/9/2017,0,67,IA
2/10/2017,0,41,IA
2/11/2017,0,15,IA
2/12/2017,0,21,IA
2/13/2017,408278,73,IA
2/14/2017,0,65,IA
2/15/2017,0,64,IA
2/16/2017,0,49,IA
2/17/2017,0,48,IA
2/18/2017,0,28,IA
2/19/2017,0,21,IA
2/20/2017,0,58,IA
2/21/2017,0,56,IA
2/22/2017,0,77,IA
2/23/2017,0,61,IA
2/24/2017,0,65,IA
2/25/2017,0,57,IA
2/26/2017,0,54,IA
2/27/2017,0,156,IA
2/28/2017,0,277,IA
3/1/2017,0,296,IA
3/2/2017,0,256,IA
3/3/2017,0,273,IA
3/4/2017,0,149,IA
3/5/2017,0,143,IA
3/6/2017,0,276,IA
3/7/2017,0,499,IA
3/8/2017,0,283,IA
3/9/2017,0,441,IA
3/10/2017,0,465,IA
3/11/2017,0,63,IA
3/12/2017,0,53,IA
3/13/2017,0,276,IA
3/14/2017,0,345,IA
3/15/2017,0,369,IA
3/16/2017,0,291,IA
3/17/2017,0,152,IA
3/18/2017,0,32,IA
3/19/2017,0,40,IA
3/20/2017,0,239,IA
3/21/2017,0,183,IA
3/22/2017,0,107,IA
3/23/2017,0,98,IA
3/24/2017,0,116,IA
3/25/2017,0,49,IA
3/26/2017,0,25,IA
3/27/2017,0,115,IA
3/28/2017,0,91,IA
3/29/2017,0,87,IA
3/30/2017,0,66,IA
3/31/2017,0,112,IA
4/1/2017,0,34,IA
4/2/2017,0,30,IA
4/3/2017,0,80,IA
4/4/2017,0,108,IA
4/5/2017,0,74,IA
4/6/2017,0,95,IA
4/7/2017,0,80,IA
4/8/2017,0,35,IA
4/9/2017,0,22,IA
4/10/2017,0,96,IA
4/11/2017,0,93,IA
4/12/2017,0,77,IA
4/13/2017,0,82,IA
4/14/2017,0,82,IA
4/15/2017,0,41,IA
4/16/2017,0,17,IA
4/17/2017,0,88,IA
4/18/2017,0,96,IA
4/19/2017,0,61,IA
4/20/2017,0,81,IA
4/21/2017,0,71,IA
4/22/2017,0,34,IA
4/23/2017,0,22,IA
4/24/2017,211202,87,IA
4/25/2017,0,66,IA
4/26/2017,0,70,IA
4/27/2017,0,167,IA
4/28/2017,0,154,IA
4/29/2017,0,131,IA
4/30/2017,0,81,IA
5/1/2017,0,166,IA
5/2/2017,0,148,IA
5/3/2017,0,306,IA
5/4/2017,0,154,IA
5/5/2017,0,209,IA
5/6/2017,0,58,IA
5/7/2017,0,45,IA
5/8/2017,0,227,IA
5/9/2017,0,277,IA
5/10/2017,0,306,IA
5/11/2017,0,179,IA
5/12/2017,0,111,IA
5/13/2017,0,45,IA
5/14/2017,0,42,IA
5/15/2017,0,144,IA
5/16/2017,0,142,IA
5/17/2017,0,156,IA
5/18/2017,0,98,IA
5/19/2017,0,168,IA
5/20/2017,0,30,IA
5/21/2017,0,45,IA
5/22/2017,0,85,IA
5/23/2017,0,103,IA
5/24/2017,0,81,IA
5/25/2017,0,107,IA
5/26/2017,0,91,IA
5/27/2017,0,26,IA
5/28/2017,0,19,IA
5/29/2017,0,44,IA
5/30/2017,0,118,IA
5/31/2017,0,111,IA
6/1/2017,0,71,IA
6/2/2017,0,85,IA
6/3/2017,0,35,IA
6/4/2017,0,44,IA
6/5/2017,0,126,IA
6/6/2017,0,75,IA
6/7/2017,0,111,IA
6/8/2017,0,95,IA
6/9/2017,0,120,IA
6/10/2017,0,37,IA
6/11/2017,0,35,IA
6/12/2017,0,72,IA
6/13/2017,0,102,IA
6/14/2017,0,78,IA
6/15/2017,0,68,IA
6/16/2017,0,69,IA
6/17/2017,0,35,IA
6/18/2017,0,23,IA
6/19/2017,0,79,IA
6/20/2017,0,91,IA
6/21/2017,0,82,IA
6/22/2017,0,62,IA
6/23/2017,0,93,IA
6/24/2017,0,25,IA
6/25/2017,0,23,IA
6/26/2017,0,100,IA
6/27/2017,0,103,IA
6/28/2017,0,57,IA
6/29/2017,0,84,IA
6/30/2017,0,91,IA
7/1/2017,0,31,IA
7/2/2017,0,30,IA
7/3/2017,0,47,IA
7/4/2017,0,27,IA
7/5/2017,0,102,IA
7/6/2017,0,86,IA
7/7/2017,0,97,IA
7/8/2017,0,35,IA
7/9/2017,0,16,IA
7/10/2017,0,80,IA
7/11/2017,0,79,IA
7/12/2017,0,83,IA
7/13/2017,0,62,IA
7/14/2017,0,101,IA
7/15/2017,0,28,IA
7/16/2017,0,33,IA
7/17/2017,0,100,IA
7/18/2017,0,78,IA
7/19/2017,0,91,IA
7/20/2017,0,113,IA
7/21/2017,0,102,IA
7/22/2017,0,51,IA
7/23/2017,0,16,IA
7/24/2017,0,106,IA
7/25/2017,0,92,IA
7/26/2017,0,89,IA
7/27/2017,0,88,IA
7/28/2017,0,87,IA
7/29/2017,0,36,IA
7/30/2017,0,36,IA
7/31/2017,0,90,IA
8/1/2017,0,118,IA
8/2/2017,0,84,IA
8/3/2017,0,73,IA
8/4/2017,0,90,IA
8/5/2017,0,42,IA
8/6/2017,0,28,IA
8/7/2017,0,98,IA
8/8/2017,0,63,IA
8/9/2017,0,57,IA
8/10/2017,0,87,IA
8/11/2017,0,77,IA
8/12/2017,0,33,IA
8/13/2017,0,26,IA
8/14/2017,0,92,IA
8/15/2017,0,70,IA
8/16/2017,0,80,IA
8/17/2017,0,79,IA
8/18/2017,0,82,IA
8/19/2017,0,22,IA
8/20/2017,0,26,IA
8/21/2017,0,87,IA
8/22/2017,0,63,IA
8/23/2017,0,62,IA
8/24/2017,0,65,IA
8/25/2017,0,79,IA
8/26/2017,0,44,IA
8/27/2017,0,18,IA
8/28/2017,25000,72,IA
8/29/2017,0,57,IA
8/30/2017,0,59,IA
8/31/2017,0,72,IA
9/1/2017,0,66,IA
9/2/2017,0,24,IA
9/3/2017,0,24,IA
9/4/2017,0,31,IA
9/5/2017,0,92,IA
9/6/2017,0,91,IA
9/7/2017,0,86,IA
9/8/2017,0,86,IA
9/9/2017,0,45,IA
9/10/2017,0,37,IA
9/11/2017,0,76,IA
9/12/2017,0,93,IA
9/13/2017,0,82,IA
9/14/2017,0,104,IA
9/15/2017,0,88,IA
9/16/2017,0,33,IA
9/17/2017,0,32,IA
9/18/2017,0,95,IA
9/19/2017,0,103,IA
9/20/2017,0,120,IA
9/21/2017,0,114,IA
9/22/2017,0,66,IA
9/23/2017,0,26,IA
9/24/2017,0,14,IA
9/25/2017,0,71,IA
9/26/2017,0,54,IA
9/27/2017,0,55,IA
9/28/2017,0,55,IA
9/29/2017,0,87,IA
9/30/2017,0,35,IA
10/1/2017,0,12,IA
10/2/2017,0,61,IA
10/3/2017,0,69,IA
10/4/2017,0,61,IA
10/5/2017,0,49,IA
10/6/2017,0,87,IA
10/7/2017,0,23,IA
10/8/2017,0,20,IA
10/9/2017,0,47,IA
10/10/2017,0,65,IA
10/11/2017,0,81,IA
10/12/2017,0,55,IA
10/13/2017,0,57,IA
10/14/2017,0,30,IA
10/15/2017,0,25,IA
10/16/2017,0,58,IA
10/17/2017,0,59,IA
10/18/2017,0,56,IA
10/19/2017,0,42,IA
10/20/2017,0,73,IA
10/21/2017,0,31,IA
10/22/2017,0,15,IA
10/23/2017,0,60,IA
10/24/2017,0,60,IA
10/25/2017,0,39,IA
10/26/2017,0,52,IA
10/27/2017,0,68,IA
10/28/2017,0,40,IA
10/29/2017,0,33,IA
10/30/2017,0,63,IA
10/31/2017,0,60,IA
11/1/2017,0,60,IA
11/2/2017,0,50,IA
11/3/2017,0,45,IA
11/4/2017,0,12,IA
11/5/2017,0,18,IA
11/6/2017,0,76,IA
11/7/2017,0,73,IA
11/8/2017,0,36,IA
11/9/2017,0,85,IA
11/10/2017,0,69,IA
11/11/2017,0,39,IA
11/12/2017,0,21,IA
11/13/2017,0,87,IA
11/14/2017,0,83,IA
11/15/2017,0,71,IA
11/16/2017,0,75,IA
11/17/2017,0,58,IA
11/18/2017,0,39,IA
11/19/2017,0,37,IA
11/20/2017,0,47,IA
11/21/2017,0,80,IA
11/22/2017,0,77,IA
11/23/2017,0,12,IA
11/24/2017,0,30,IA
11/25/2017,0,23,IA
11/26/2017,0,22,IA
11/27/2017,0,78,IA
11/28/2017,0,83,IA
11/29/2017,0,80,IA
11/30/2017,0,87,IA
12/1/2017,0,90,IA
12/2/2017,0,27,IA
12/3/2017,0,28,IA
12/4/2017,0,92,IA
12/5/2017,0,87,IA
12/6/2017,0,86,IA
12/7/2017,0,116,IA
12/8/2017,0,92,IA
12/9/2017,0,36,IA
12/10/2017,0,32,IA
12/11/2017,0,120,IA
12/12/2017,0,106,IA
12/13/2017,0,96,IA
12/14/2017,0,79,IA
12/15/2017,0,119,IA
12/16/2017,0,38,IA
12/17/2017,0,34,IA
12/18/2017,0,111,IA
12/19/2017,0,115,IA
12/20/2017,0,72,IA
12/21/2017,0,109,IA
12/22/2017,0,71,IA
12/23/2017,0,46,IA
12/24/2017,0,33,IA
12/25/2017,0,24,IA
12/26/2017,0,107,IA
12/27/2017,0,120,IA
12/28/2017,0,101,IA
12/29/2017,0,126,IA
12/30/2017,0,92,IA
12/31/2017,0,64,IA
1/1/2018,0,97,IA
1/2/2018,0,158,IA
1/3/2018,0,155,IA
1/4/2018,0,117,IA
1/5/2018,0,113,IA
1/6/2018,0,43,IA
1/7/2018,0,43,IA
1/8/2018,0,113,IA
1/9/2018,0,88,IA
1/10/2018,0,71,IA
1/11/2018,0,78,IA
1/12/2018,0,106,IA
1/13/2018,0,53,IA
1/14/2018,0,34,IA
1/15/2018,0,79,IA
1/16/2018,0,89,IA
1/17/2018,0,112,IA
1/18/2018,0,79,IA
1/19/2018,0,89,IA
1/20/2018,0,41,IA
1/21/2018,0,14,IA
1/22/2018,0,82,IA
1/23/2018,0,59,IA
1/24/2018,0,93,IA
1/25/2018,0,53,IA
1/26/2018,0,75,IA
1/27/2018,0,43,IA
1/28/2018,0,30,IA
1/29/2018,433591,69,IA
1/30/2018,0,61,IA
1/31/2018,0,71,IA
2/1/2018,0,118,IA
2/2/2018,0,166,IA
2/3/2018,0,157,IA
2/4/2018,0,142,IA
2/5/2018,0,232,IA
2/6/2018,0,184,IA
2/7/2018,0,460,IA
2/8/2018,0,223,IA
2/9/2018,0,254,IA
2/10/2018,0,143,IA
2/11/2018,0,107,IA
2/12/2018,0,345,IA
2/13/2018,0,394,IA
2/14/2018,0,408,IA
2/15/2018,0,272,IA
2/16/2018,0,196,IA
2/17/2018,0,73,IA
2/18/2018,0,53,IA
2/19/2018,0,189,IA
2/20/2018,0,209,IA
2/21/2018,0,309,IA
2/22/2018,0,246,IA
2/23/2018,0,298,IA
2/24/2018,0,115,IA
2/25/2018,0,66,IA
2/26/2018,0,290,IA
2/27/2018,0,232,IA
2/28/2018,0,301,IA
3/1/2018,0,183,IA
3/2/2018,0,102,IA
3/3/2018,0,31,IA
3/4/2018,0,66,IA
3/5/2018,0,94,IA
3/6/2018,0,134,IA
3/7/2018,0,146,IA
3/8/2018,0,167,IA
3/9/2018,0,158,IA
3/10/2018,0,59,IA
3/11/2018,0,31,IA
3/12/2018,0,93,IA
3/13/2018,0,124,IA
3/14/2018,0,127,IA
3/15/2018,0,115,IA
3/16/2018,0,110,IA
3/17/2018,0,29,IA
3/18/2018,0,25,IA
3/19/2018,0,115,IA
3/20/2018,0,96,IA
3/21/2018,0,79,IA
3/22/2018,0,98,IA
3/23/2018,0,53,IA
3/24/2018,0,48,IA
3/25/2018,0,38,IA
3/26/2018,0,67,IA
3/27/2018,0,95,IA
3/28/2018,0,71,IA
3/29/2018,0,89,IA
3/30/2018,0,68,IA
3/31/2018,0,62,IA
4/1/2018,0,16,IA
4/2/2018,0,80,IA
4/3/2018,0,76,IA
4/4/2018,0,97,IA
4/5/2018,0,79,IA
4/6/2018,0,85,IA
4/7/2018,0,27,IA
4/8/2018,0,37,IA
4/9/2018,0,78,IA
4/10/2018,0,90,IA
4/11/2018,0,42,IA
4/12/2018,0,50,IA
4/13/2018,0,64,IA
4/14/2018,0,40,IA
4/15/2018,0,38,IA
4/16/2018,86364,63,IA
4/17/2018,0,53,IA
4/18/2018,0,60,IA
4/19/2018,0,55,IA
4/20/2018,0,64,IA
4/21/2018,0,20,IA
4/22/2018,0,17,IA
4/23/2018,0,58,IA
4/24/2018,0,58,IA
4/25/2018,0,93,IA
4/26/2018,0,106,IA
4/27/2018,0,96,IA
4/28/2018,0,49,IA
4/29/2018,0,39,IA
4/30/2018,0,156,IA
5/1/2018,0,117,IA
5/2/2018,0,139,IA
5/3/2018,0,147,IA
5/4/2018,0,145,IA
5/5/2018,0,31,IA
5/6/2018,0,34,IA
5/7/2018,0,69,IA
5/8/2018,0,200,IA
5/9/2018,0,256,IA
5/10/2018,0,93,IA
5/11/2018,0,108,IA
5/12/2018,0,20,IA
5/13/2018,0,53,IA
5/14/2018,0,113,IA
5/15/2018,0,131,IA
5/16/2018,0,83,IA
5/17/2018,0,102,IA
5/18/2018,0,63,IA
5/19/2018,0,33,IA
5/20/2018,0,31,IA
5/21/2018,0,111,IA
5/22/2018,0,111,IA
5/23/2018,0,77,IA
5/24/2018,0,63,IA
5/25/2018,0,73,IA
5/26/2018,0,36,IA
5/27/2018,0,34,IA
5/28/2018,0,35,IA
5/29/2018,0,74,IA
5/30/2018,0,84,IA
5/31/2018,0,89,IA
6/1/2018,0,80,IA
6/2/2018,0,36,IA
6/3/2018,0,33,IA
6/4/2018,0,83,IA
6/5/2018,0,91,IA
6/6/2018,0,80,IA
6/7/2018,0,89,IA
6/8/2018,0,91,IA
6/9/2018,0,25,IA
6/10/2018,0,34,IA
6/11/2018,0,72,IA
6/12/2018,0,82,IA
6/13/2018,0,60,IA
6/14/2018,0,61,IA
6/15/2018,0,74,IA
6/16/2018,0,40,IA
6/17/2018,0,41,IA
6/18/2018,0,77,IA
6/19/2018,0,77,IA
6/20/2018,0,86,IA
6/21/2018,0,84,IA
6/22/2018,0,110,IA
6/23/2018,0,30,IA
6/24/2018,0,36,IA
6/25/2018,0,88,IA
6/26/2018,0,85,IA
6/27/2018,0,80,IA
6/28/2018,0,74,IA
6/29/2018,0,87,IA
6/30/2018,0,40,IA
7/1/2018,0,31,IA
7/2/2018,0,71,IA
7/3/2018,0,96,IA
7/4/2018,0,25,IA
7/5/2018,0,101,IA
7/6/2018,0,68,IA
7/7/2018,0,34,IA
7/8/2018,0,31,IA
7/9/2018,92689,86,IA
7/10/2018,0,84,IA
7/11/2018,0,84,IA
7/12/2018,0,81,IA
7/13/2018,0,76,IA
7/14/2018,0,21,IA
7/15/2018,0,35,IA
7/16/2018,0,107,IA
7/17/2018,0,67,IA
7/18/2018,0,89,IA
7/19/2018,0,114,IA
7/20/2018,0,109,IA
7/21/2018,0,41,IA
7/22/2018,0,61,IA
7/23/2018,0,154,IA
7/24/2018,0,116,IA
7/25/2018,0,154,IA
7/26/2018,0,132,IA
7/27/2018,0,140,IA
7/28/2018,0,26,IA
7/29/2018,0,40,IA
7/30/2018,0,141,IA
7/31/2018,0,208,IA
8/1/2018,0,112,IA
8/2/2018,0,180,IA
8/3/2018,0,100,IA
8/4/2018,0,45,IA
8/5/2018,0,37,IA
8/6/2018,0,140,IA
8/7/2018,0,100,IA
8/8/2018,0,110,IA
8/9/2018,0,106,IA
8/10/2018,0,83,IA
8/11/2018,0,57,IA
8/12/2018,0,23,IA
8/13/2018,0,84,IA
8/14/2018,0,118,IA
8/15/2018,0,92,IA
8/16/2018,0,70,IA
8/17/2018,0,87,IA
8/18/2018,0,25,IA
8/19/2018,0,25,IA
8/20/2018,0,93,IA
8/21/2018,0,87,IA
8/22/2018,0,86,IA
8/23/2018,0,55,IA
8/24/2018,0,77,IA
8/25/2018,0,25,IA
8/26/2018,0,25,IA
8/27/2018,0,119,IA
8/28/2018,0,97,IA
8/29/2018,0,60,IA
8/30/2018,0,62,IA
8/31/2018,0,89,IA
9/1/2018,0,33,IA
9/2/2018,0,26,IA
9/3/2018,0,39,IA
9/4/2018,0,84,IA
9/5/2018,0,70,IA
9/6/2018,0,48,IA
9/7/2018,0,50,IA
9/8/2018,0,26,IA
9/9/2018,0,22,IA
9/10/2018,0,,IA
9/11/2018,0,,IA
9/12/2018,0,,IA
9/13/2018,0,,IA
9/14/2018,0,,IA
9/15/2018,0,,IA
9/16/2018,0,,IA
9/17/2018,0,,IA
9/18/2018,0,,IA
9/19/2018,0,,IA
9/20/2018,0,,IA
9/21/2018,0,,IA
9/22/2018,0,,IA
9/23/2018,0,,IA
9/24/2018,80295,,IA
9/25/2018,0,,IA
9/26/2018,0,,IA
9/27/2018,0,,IA
9/28/2018,0,,IA
9/29/2018,0,,IA
9/30/2018,0,,IA
10/1/2018,0,,IA
10/2/2018,0,,IA
10/3/2018,0,,IA
10/4/2018,0,,IA
10/5/2018,0,,IA
10/6/2018,0,,IA
10/7/2018,0,,IA
10/8/2018,0,,IA
10/9/2018,0,,IA
10/10/2018,0,,IA
10/11/2018,0,,IA
10/12/2018,0,,IA
10/13/2018,0,,IA
10/14/2018,0,,IA
10/15/2018,0,,IA
10/16/2018,0,,IA
10/17/2018,0,,IA
10/18/2018,0,,IA
10/19/2018,0,,IA
10/20/2018,0,,IA
10/21/2018,0,,IA
10/22/2018,0,,IA
10/23/2018,0,,IA
10/24/2018,0,,IA
10/25/2018,0,,IA
10/26/2018,0,,IA
10/27/2018,0,,IA
10/28/2018,0,,IA
10/29/2018,0,,IA
10/30/2018,0,,IA
10/31/2018,0,,IA
11/1/2018,0,,IA
11/2/2018,0,,IA
11/3/2018,0,,IA
11/4/2018,0,,IA
11/5/2018,0,,IA
11/6/2018,0,,IA
11/7/2018,0,,IA
11/8/2018,0,,IA
11/9/2018,0,,IA
11/10/2018,0,,IA
11/11/2018,0,,IA
11/12/2018,0,,IA
11/13/2018,0,,IA
11/14/2018,0,,IA
11/15/2018,0,,IA
11/16/2018,0,,IA
11/17/2018,0,,IA
11/18/2018,0,,IA
11/19/2018,0,,IA
11/20/2018,0,,IA
11/21/2018,0,,IA
11/22/2018,0,,IA
11/23/2018,0,,IA
11/24/2018,0,,IA
11/25/2018,0,,IA
11/26/2018,0,,IA
11/27/2018,0,,IA
11/28/2018,0,,IA
11/29/2018,0,,IA
11/30/2018,0,,IA
12/1/2018,0,,IA
12/2/2018,0,,IA
12/3/2018,0,,IA
12/4/2018,0,,IA
12/5/2018,0,,IA
12/6/2018,0,,IA
12/7/2018,0,,IA
12/8/2018,0,,IA
12/9/2018,0,,IA
12/10/2018,0,,IA
12/11/2018,0,,IA
12/12/2018,0,,IA
12/13/2018,0,,IA
12/14/2018,0,,IA
12/15/2018,0,,IA
12/16/2018,0,,IA
12/17/2018,0,,IA
12/18/2018,0,,IA
12/19/2018,0,,IA
12/20/2018,0,,IA
12/21/2018,0,,IA
12/22/2018,0,,IA
12/23/2018,0,,IA
12/24/2018,0,,IA
12/25/2018,0,,IA
12/26/2018,0,,IA
12/27/2018,0,,IA
12/28/2018,0,,IA
12/29/2018,0,,IA
1/1/2015,0,123,IL
1/2/2015,0,408,IL
1/3/2015,0,253,IL
1/4/2015,0,205,IL
1/5/2015,0,669,IL
1/6/2015,0,560,IL
1/7/2015,0,565,IL
1/8/2015,0,607,IL
1/9/2015,0,535,IL
1/10/2015,0,275,IL
1/11/2015,0,215,IL
1/12/2015,0,446,IL
1/13/2015,0,384,IL
1/14/2015,0,398,IL
1/15/2015,0,361,IL
1/16/2015,0,320,IL
1/17/2015,0,175,IL
1/18/2015,0,127,IL
1/19/2015,0,200,IL
1/20/2015,0,417,IL
1/21/2015,0,308,IL
1/22/2015,0,279,IL
1/23/2015,0,288,IL
1/24/2015,0,178,IL
1/25/2015,0,114,IL
1/26/2015,0,366,IL
1/27/2015,0,285,IL
1/28/2015,0,280,IL
1/29/2015,0,307,IL
1/30/2015,0,323,IL
1/31/2015,0,215,IL
2/1/2015,0,201,IL
2/2/2015,0,466,IL
2/3/2015,0,394,IL
2/4/2015,0,442,IL
2/5/2015,0,367,IL
2/6/2015,0,391,IL
2/7/2015,0,198,IL
2/8/2015,0,143,IL
2/9/2015,0,402,IL
2/10/2015,0,338,IL
2/11/2015,0,268,IL
2/12/2015,0,332,IL
2/13/2015,0,336,IL
2/14/2015,0,192,IL
2/15/2015,0,177,IL
2/16/2015,0,391,IL
2/17/2015,0,322,IL
2/18/2015,0,494,IL
2/19/2015,0,1063,IL
2/20/2015,0,1404,IL
2/21/2015,0,1025,IL
2/22/2015,0,662,IL
2/23/2015,0,1269,IL
2/24/2015,0,994,IL
2/25/2015,0,959,IL
2/26/2015,0,1110,IL
2/27/2015,0,1626,IL
2/28/2015,0,531,IL
3/1/2015,0,375,IL
3/2/2015,0,1032,IL
3/3/2015,0,1173,IL
3/4/2015,0,1245,IL
3/5/2015,0,1164,IL
3/6/2015,0,1049,IL
3/7/2015,0,336,IL
3/8/2015,0,262,IL
3/9/2015,0,843,IL
3/10/2015,0,691,IL
3/11/2015,0,804,IL
3/12/2015,0,818,IL
3/13/2015,0,753,IL
3/14/2015,0,275,IL
3/15/2015,0,205,IL
3/16/2015,0,1023,IL
3/17/2015,0,969,IL
3/18/2015,0,963,IL
3/19/2015,0,1494,IL
3/20/2015,0,1297,IL
3/21/2015,0,258,IL
3/22/2015,0,188,IL
3/23/2015,0,570,IL
3/24/2015,0,782,IL
3/25/2015,0,655,IL
3/26/2015,0,756,IL
3/27/2015,0,587,IL
3/28/2015,0,235,IL
3/29/2015,0,183,IL
3/30/2015,0,680,IL
3/31/2015,0,585,IL
4/1/2015,0,467,IL
4/2/2015,0,398,IL
4/3/2015,0,276,IL
4/4/2015,0,187,IL
4/5/2015,0,116,IL
4/6/2015,0,540,IL
4/7/2015,0,445,IL
4/8/2015,0,447,IL
4/9/2015,0,369,IL
4/10/2015,0,384,IL
4/11/2015,0,169,IL
4/12/2015,0,126,IL
4/13/2015,0,481,IL
4/14/2015,0,422,IL
4/15/2015,0,384,IL
4/16/2015,0,389,IL
4/17/2015,0,368,IL
4/18/2015,0,160,IL
4/19/2015,0,157,IL
4/20/2015,0,511,IL
4/21/2015,0,370,IL
4/22/2015,0,358,IL
4/23/2015,0,293,IL
4/24/2015,0,338,IL
4/25/2015,0,172,IL
4/26/2015,0,124,IL
4/27/2015,0,392,IL
4/28/2015,0,311,IL
4/29/2015,0,295,IL
4/30/2015,0,360,IL
5/1/2015,0,345,IL
5/2/2015,0,177,IL
5/3/2015,0,93,IL
5/4/2015,0,330,IL
5/5/2015,0,376,IL
5/6/2015,0,300,IL
5/7/2015,0,301,IL
5/8/2015,0,374,IL
5/9/2015,0,178,IL
5/10/2015,0,125,IL
5/11/2015,0,383,IL
5/12/2015,0,337,IL
5/13/2015,0,329,IL
5/14/2015,0,285,IL
5/15/2015,0,359,IL
5/16/2015,0,192,IL
5/17/2015,0,119,IL
5/18/2015,0,393,IL
5/19/2015,0,431,IL
5/20/2015,0,490,IL
5/21/2015,0,514,IL
5/22/2015,0,628,IL
5/23/2015,0,284,IL
5/24/2015,0,185,IL
5/25/2015,0,284,IL
5/26/2015,0,634,IL
5/27/2015,0,646,IL
5/28/2015,0,907,IL
5/29/2015,0,744,IL
5/30/2015,0,332,IL
5/31/2015,0,243,IL
6/1/2015,0,751,IL
6/2/2015,0,610,IL
6/3/2015,0,680,IL
6/4/2015,0,434,IL
6/5/2015,0,740,IL
6/6/2015,0,252,IL
6/7/2015,0,183,IL
6/8/2015,0,648,IL
6/9/2015,0,396,IL
6/10/2015,0,458,IL
6/11/2015,0,518,IL
6/12/2015,0,693,IL
6/13/2015,0,221,IL
6/14/2015,0,169,IL
6/15/2015,0,681,IL
6/16/2015,0,509,IL
6/17/2015,0,498,IL
6/18/2015,0,483,IL
6/19/2015,0,570,IL
6/20/2015,0,176,IL
6/21/2015,0,114,IL
6/22/2015,0,485,IL
6/23/2015,0,469,IL
6/24/2015,0,478,IL
6/25/2015,0,486,IL
6/26/2015,0,486,IL
6/27/2015,0,194,IL
6/28/2015,0,141,IL
6/29/2015,0,593,IL
6/30/2015,0,533,IL
7/1/2015,0,433,IL
7/2/2015,0,503,IL
7/3/2015,0,186,IL
7/4/2015,0,86,IL
7/5/2015,0,112,IL
7/6/2015,0,522,IL
7/7/2015,0,450,IL
7/8/2015,0,365,IL
7/9/2015,0,329,IL
7/10/2015,0,400,IL
7/11/2015,0,209,IL
7/12/2015,0,134,IL
7/13/2015,0,438,IL
7/14/2015,0,395,IL
7/15/2015,0,445,IL
7/16/2015,0,384,IL
7/17/2015,0,417,IL
7/18/2015,0,172,IL
7/19/2015,0,156,IL
7/20/2015,0,416,IL
7/21/2015,0,351,IL
7/22/2015,0,355,IL
7/23/2015,0,321,IL
7/24/2015,0,430,IL
7/25/2015,0,217,IL
7/26/2015,0,166,IL
7/27/2015,0,437,IL
7/28/2015,0,342,IL
7/29/2015,0,380,IL
7/30/2015,0,365,IL
7/31/2015,0,368,IL
8/1/2015,0,211,IL
8/2/2015,0,184,IL
8/3/2015,0,432,IL
8/4/2015,0,394,IL
8/5/2015,0,309,IL
8/6/2015,0,314,IL
8/7/2015,0,334,IL
8/8/2015,0,169,IL
8/9/2015,0,123,IL
8/10/2015,0,451,IL
8/11/2015,0,345,IL
8/12/2015,0,364,IL
8/13/2015,0,308,IL
8/14/2015,0,349,IL
8/15/2015,0,189,IL
8/16/2015,0,140,IL
8/17/2015,0,383,IL
8/18/2015,0,362,IL
8/19/2015,0,322,IL
8/20/2015,0,311,IL
8/21/2015,0,275,IL
8/22/2015,0,180,IL
8/23/2015,0,96,IL
8/24/2015,0,341,IL
8/25/2015,0,318,IL
8/26/2015,0,302,IL
8/27/2015,0,289,IL
8/28/2015,0,249,IL
8/29/2015,0,175,IL
8/30/2015,0,119,IL
8/31/2015,0,389,IL
9/1/2015,0,344,IL
9/2/2015,0,292,IL
9/3/2015,0,298,IL
